payment_id,requested_at,organization_id,wallet_id,agent_id,agent_type,flow_type,use_case,counterparty_id,counterparty_type,county,town,rail,amount_kes,fee_kes,status,human_approval_required,risk_score,risk_reason,authorization_latency_ms,policy_version,wallet_balance_before_kes,wallet_balance_after_kes,invoice_id,decision_model
APY0000101,2026-07-09 15:29:23,ORG0169,WAL001,AGT0158,procurement_agent,A2C,Logistics delivery,CP0193,Contractor, nairobi ,Kondele,PesaLink,3998.26,35.63,Completed,False,0.025,none,1174,5,341112.34,337078.45,,apm-kenya-v2
APY0000102,2026-04-18 13:03:09,ORG0075,WAL031,AGT0202,travel_agent,A2B,Logistics delivery,CP0134,Clinic,Uasin Gishu,Eldoret,Bank EFT,3245.37,43.83,Completed,False,0.14,none,2132,3,341856.35,338567.15,INV-45645,apm-kenya-v1
APY0000103,2026-03-01 06:12:08,ORG0011,WAL078,AGT0168,property_manager_agent,A2B,SME invoice settlement,CP0111,Merchant,Machakos,Mlolongo,M-Pesa B2C,6677.39,116.41,Completed,False,0.208,none,876,2,336010.65,329216.85,,rules_engine_only
APY0000104,2026-04-12 13:43:19,ORG0166,WAL081,AGT0133,farm_supply_agent,A2B,School fee payment,CP0044,Merchant,Mombasa,Likoni,Bank EFT,3498.28,30.3,Completed,False,0.067,none,2940,1,237106.28,233577.7,,rules_engine_only
APY0000105,2026-02-20 18:28:51,ORG0009,WAL020,AGT0126,travel_agent,A2B,Tour booking,CP0315,Consumer,Nairobi,Upper Hill,M-Pesa B2C,7806.5,106.1,Completed,False,0.181,none,1271,4,251478.85,243566.25,INV-82179,apm-kenya-v2
APY0000106,2026-05-03 06:17:24,ORG0121,WAL008,AGT0120,property_manager_agent,A2A,Construction contractor,CP0272,Merchant,Nairobi,Kilimani,M-Pesa PayBill,2971.52,28.75,Completed,False,0.293,none,963,2,149398.83,146398.56,INV-44934,apm-kenya-v2
APY0000107,2026-05-17 17:58:47,ORG0080,WAL070,AGT0047,procurement_agent,A2B,School fee payment,CP0090,Contractor,Nairobi,Kilimani,M-Pesa PayBill,1071.98,15.97,Completed,False,0.277,none,584,5,201270.2,200182.25,INV-79002,apm-kenya-v2
APY0000108,2026-05-03 00:58:39,ORG0164,WAL056,AGT0090,travel_agent,A2B,Market restocking,CP0250,School,Nairobi,Kilimani,Bank EFT,5738.11,31.49,Completed,False,0.541,new_counterparty,272,5,263180.3,257410.7,,rules_engine_only
APY0000109,2026-02-27 15:52:11,ORG0061,WAL010,AGT0086,travel_agent,A2B,Property maintenance,CP0178,Merchant,Kiambu,Kikuyu,Stablecoin USDC,7699.5,137.89,Failed,False,0.588,new_counterparty,87,3,393128.07,393128.07,INV-44761,apm-kenya-v2
APY0000110,2026-02-23 09:04:22,ORG0019,WAL058,AGT0151,procurement_agent,A2A,Property maintenance,CP0410,Consumer,Mombasa,Nyali,M-Pesa PayBill,7911.4,63.76,Completed,False,0.042,none,880,3,339847.37,331872.21,,apm-kenya-v1
APY0000111,2026-01-19 10:56:24,ORG0101,WAL007,AGT0252,property_manager_agent,A2B,SME invoice settlement,CP0293,Merchant,Nairobi,Westlands,M-Pesa PayBill,12363.44,144.86,Completed,False,0.214,none,793,3,224368.43,211860.13,INV-21485,apm-kenya-v1
APY0000112,2026-03-17 17:40:38,ORG0095,WAL049,AGT0135,marketplace_agent,A2B,Market restocking,CP0096,Agent Service,Nakuru,Naivasha,Airtel Money,9566.06,36.81,Completed,False,0.233,none,1906,3,183852.36,174249.49,INV-45200,apm-kenya-v2
APY0000113,2026-05-25 06:48:44,ORG0147,WAL067,AGT0076,procurement_agent,A2A,Construction contractor,CP0347,Clinic,Uasin Gishu,Eldoret,M-Pesa PayBill,7327.93,60.04,Completed,False,0.124,none,120,4,393274.36,385886.39,INV-31910,rules_engine_only
APY0000114,2026-02-24 17:08:02,ORG0107,WAL015,AGT0052,procurement_agent,A2B,Market restocking,CP0077,School,Kiambu,Limuru,Bank EFT,2347.47,34.94,Completed,False,0.139,none,1506,1,67797.9,65415.49,,apm-kenya-v2
APY0000115,2026-05-18 18:56:26,ORG0080,WAL039,AGT0051,farm_supply_agent,A2B,Tour booking,CP0144,Contractor,Mombasa,Mtwapa,M-Pesa B2C,2127.04,24.97,Failed,False,0.112,limit_exceeded,865,2,338710.16,338710.16,INV-68079,apm-kenya-v2
APY0000116,2026-07-18 17:17:46,ORG0008,WAL073,AGT0103,farm_supply_agent,A2B,Logistics delivery,CP0089,Merchant,Kiambu,Thika,Bank EFT,2364.5,42.27,Completed,False,0.089,none,1588,2,85177.74,82770.97,INV-16626,rules_engine_only
APY0000117,2026-04-03 16:17:23,ORG0105,WAL084,AGT0005,marketplace_agent,A2B,SME invoice settlement,CP0263,Contractor,Kajiado,Kiserian,Airtel Money,3516.22,61.07,Completed,False,0.492,new_counterparty,800,2,17820.42,14243.13,INV-11109,apm-kenya-v2
APY0000118,2026-02-27 09:51:19,ORG0166,WAL072,AGT0153,travel_agent,A2A,School fee payment,CP0305,Merchant,Uasin Gishu,Burnt Forest,Bank EFT,6878.56,55.77,Flagged,False,0.194,high_velocity,1961,4,247529.54,247529.54,INV-46239,apm-kenya-v2
APY0000119,2026-06-13 10:17:16,ORG0057,WAL044,AGT0244,travel_agent,A2B,Market restocking,CP0352,Consumer,Uasin Gishu,Burnt Forest,M-Pesa Till,2091.73,32.88,Flagged,False,0.16,high_velocity,1031,5,218507.69,218507.69,INV-32280,apm-kenya-v1
APY0000120,2026-06-18 18:11:18,ORG0031,WAL060,AGT0037,marketplace_agent,A2A,Construction contractor,CP0241,Contractor,Nairobi,Kilimani,PesaLink,1727.89,23.92,Completed,False,0.248,none,1043,5,30934.01,29182.2,INV-99220,apm-kenya-v2
APY0000121,2026-04-08 13:26:03,ORG0023,WAL063,AGT0220,marketplace_agent,A2B,Logistics delivery,CP0067,Agent Service,Meru,Meru Town,M-Pesa PayBill,-500,17.34,Completed,False,0.066,none,389,4,249647.1,244364.57,INV-14944,apm-kenya-v1
APY0000122,2026-05-17 08:23:00,ORG0134,WAL059,AGT0223,travel_agent,A2B,Property maintenance,CP0306,Contractor,Meru,Timau,Airtel Money,1038.47,7.8,Completed,False,0.224,none,3840,3,214405.88,213359.61,,apm-kenya-v2
APY0000123,2026-05-06 11:12:10,ORG0013,WAL003,AGT0228,marketplace_agent,A2B,Logistics delivery,CP0354,Merchant,Nyeri,Othaya,PesaLink,3425.04,44.94,Completed,False,0.225,none,1670,5,55158.03,51688.05,INV-30070,rules_engine_only
APY0000124,2026-02-22 15:40:00,ORG0052,WAL067,AGT0152,property_manager_agent,A2A,Agritech produce purchase,CP0184,Merchant,Mombasa,Nyali,Airtel Money,4648.88,76.14,Completed,False,0.191,none,1620,5,284340.33,279615.31,INV-37222,apm-kenya-v2
APY0000125,2026-06-26 19:21:15,ORG0174,WAL047,AGT0060,procurement_agent,A2C,Freelance data labelling,CP0161,Clinic,Nairobi,Westlands,Airtel Money,3147.87,11.4,Completed,False,0.211,none,1778,1,176138.13,172978.86,INV-28139,apm-kenya-v2
APY0000126,2026-06-19 15:21:22,ORG0041,WAL008,AGT0248,farm_supply_agent,A2B,SME invoice settlement,CP0054,School,Meru,Timau,M-Pesa PayBill,5172.78,48.13,Completed,False,0.301,none,1153,4,172250.81,167029.9,INV-59774,apm-kenya-v1
APY0000127,2026-07-19 11:01:55,ORG0180,WAL089,AGT0128,marketplace_agent,A2C,Market restocking,CP0317,Consumer,Uasin Gishu,Burnt Forest,M-Pesa Till,2602.03,23.55,Failed,True,0.569,kyb_pending,1370,4,47144.43,47144.43,INV-83183,rules_engine_only
APY0000128,2026-06-06 05:41:59,ORG0023,WAL058,AGT0061,marketplace_agent,A2A,Market restocking,CP0256,Sacco,Nairobi,Industrial Area,M-Pesa B2C,2939.06,51.5,Completed,True,0.298,none,1097,1,184356.57,181366.01,INV-64046,rules_engine_only
APY0000129,2026-01-10 14:00:52,ORG0057,WAL085,AGT0150,finance_ops_agent,A2C,Agritech produce purchase,CP0002,School,Nairobi,Karen,Bank EFT,3760.07,52.97,Completed,False,0.282,none,992,3,143129.27,139316.23,INV-16000,apm-kenya-v1
APY0000130,2026-02-12 13:52:45,ORG0128,WAL018,AGT0025,finance_ops_agent,A2B,Freelance data labelling,CP0003,Agent Service,Machakos,Machakos Town,M-Pesa B2C,1633.82,23.06,Completed,True,0.543,kyb_pending,1450,5,216842.1,215185.22,INV-76628,rules_engine_only
APY0000131,2026-07-19 19:11:44,ORG0077,WAL066,AGT0161,travel_agent,A2A,SME invoice settlement,CP0360,Sacco,Kisumu,Maseno,M-Pesa PayBill,21167.44,172.61,Completed,False,0.187,none,1672,5,223644.33,202304.28,INV-36330,rules_engine_only
APY0000132,2026-02-23 15:18:43,ORG0109,WAL037,AGT0055,procurement_agent,A2C,Market restocking,CP0414,Agent Service,Mombasa,Likoni,M-Pesa Till,4311.13,16.58,Completed,False,0.166,none,799,2,14980.5,10652.79,INV-17419,rules_engine_only
APY0000133,2026-02-21 09:50:10,ORG0178,WAL037,AGT0196,marketplace_agent,A2B,Property maintenance,CP0341,Agent Service,Kilifi,Watamu,PesaLink,1022.8,20.57,Completed,False,0.258,none,1945,3,28322.15,27278.78,,rules_engine_only
APY0000134,2026-01-14 01:16:12,ORG0110,WAL006,AGT0067,property_manager_agent,A2A,Clinic supplies,CP0143,School,Kisumu,Kondele,PesaLink,9776.78,188.4,Completed,False,0.131,none,1457,3,227073.46,217108.28,INV-71122,apm-kenya-v2
APY0000135,2026-07-01 19:02:09,ORG0076,WAL047,AGT0244,finance_ops_agent,A2B,Freelance data labelling,CP0112,Clinic,Nyeri,Karatina,Bank EFT,882.03,27.53,Completed,False,0.245,none,2925,1,380620.23,379710.67,INV-55351,apm-kenya-v2
APY0000136,2026-04-25 09:41:39,ORG0050,WAL084,AGT0050,property_manager_agent,A2C,Clinic supplies,CP0165,Clinic,Nyeri,Nyeri Town,M-Pesa PayBill,8871.3,120.5,Completed,True,0.384,none,1142,5,210418.93,201427.13,INV-92173,apm-kenya-v2
APY0000137,2026-01-17 08:40:49,ORG0067,WAL030,AGT0208,marketplace_agent,A2A,Logistics delivery,CP0209,Consumer,Nairobi,Industrial Area,M-Pesa Till,8118.11,138.3,Completed,False,0.259,none,896,1,161332.72,153076.31,INV-25506,rules_engine_only
APY0000138,2026-05-17 00:46:39,ORG0037,WAL082,AGT0192,procurement_agent,A2B,SME invoice settlement,CP0153,School,Nairobi,Karen,M-Pesa PayBill,7988.17,93.5,Completed,False,0.067,none,697,5,274142.73,266061.06,INV-15475,apm-kenya-v2
APY0000139,2026-01-02 14:25:34,ORG0051,WAL013,AGT0170,logistics_agent,A2B,Clinic supplies,CP0372,Contractor,Nakuru,Naivasha,M-Pesa B2C,4323.52,26.13,Completed,False,0.04,none,1292,2,236432.3,232082.65,INV-91201,apm-kenya-v2
APY0000140,2026-01-18 18:20:31,ORG0085,WAL087,AGT0184,farm_supply_agent,A2A,Market restocking,CP0246,Consumer,Kiambu,Kikuyu,M-Pesa Till,2309.95,20.45,Completed,True,0.271,none,1244,4,190510.87,188180.47,INV-33038,apm-kenya-v1
APY0000141,2026-06-15 14:53:17,ORG0035,WAL038,AGT0047,marketplace_agent,A2C,Logistics delivery,CP0238,Consumer,Kajiado,Kitengela,M-Pesa PayBill,3009.51,34.04,Completed,False,0.17,none,513,5,205438.04,202394.49,INV-41310,rules_engine_only
APY0000142,2026-07-26 21:43:10,ORG0100,WAL047,AGT0024,procurement_agent,A2B,Market restocking,CP0241,Sacco,Machakos,Athi River,M-Pesa Till,5782.28,25.09,Completed,False,0.389,none,1162,3,367981.76,362174.39,INV-78337,rules_engine_only
APY0000143,2026-06-12 17:53:47,ORG0113,WAL018,AGT0144,property_manager_agent,A2B,School fee payment,CP0085,Contractor,Mombasa,Likoni,M-Pesa PayBill,9888.27,101.52,Completed,False,0.152,none,355,2,99696.4,89706.61,INV-88908,rules_engine_only
APY0000144,2026-07-03 17:42:14,ORG0015,WAL019,AGT0093,finance_ops_agent,A2A,Tour booking,CP0086,Agent Service,Kiambu,Kikuyu,Airtel Money,2790.67,34.48,Completed,False,0.106,none,3023,5,110721.26,107896.11,,rules_engine_only
APY0000145,2026-06-13 02:46:46,ORG0028,WAL017,AGT0259,travel_agent,A2C,Logistics delivery,CP0009,Agent Service,Uasin Gishu,Moi Bridge,M-Pesa PayBill,5606.67,84.81,Completed,False,0.314,none,1113,2,88915.93,83224.45,INV-33255,apm-kenya-v2
APY0000146,2026-05-02 18:38:02,ORG0124,WAL030,AGT0180,finance_ops_agent,A2B,SME invoice settlement,CP0405,Clinic,Meru,Timau,M-Pesa B2C,58383.29,117.89,Completed,False,0.295,none,1367,5,309781.95,251280.77,INV-27548,apm-kenya-v2
APY0000147,2026-03-07 13:14:58,ORG0138,WAL034,AGT0142,travel_agent,A2B,Construction contractor,CP0217,Agent Service,Kajiado,Ngong,M-Pesa PayBill,2140.58,24.08,Completed,False,0.313,none,931,2,230221.39,228056.73,INV-83080,apm-kenya-v2
APY0000148,2026-05-04 08:35:35,ORG0179,WAL079,AGT0083,marketplace_agent,A2B,School fee payment,CP0351,Sacco,Nakuru,Gilgil,PesaLink,11390.99,177.08,Completed,False,0.363,none,1864,1,285648.07,274080.0,,rules_engine_only
APY0000149,2026-07-30 08:59:38,ORG0009,WAL025,AGT0119,finance_ops_agent,A2B,Clinic supplies,CP0402,Contractor,Kiambu,Thika,M-Pesa B2C,3600.56,42.57,Completed,False,0.332,none,352,1,243810.82,240167.69,INV-95854,apm-kenya-v2
APY0000150,2026-01-01 21:05:17,ORG0045,WAL034,AGT0038,finance_ops_agent,A2A,School fee payment,CP0209,Consumer,Machakos,Machakos Town,M-Pesa Till,3251.19,10.07,Failed,False,0.116,kyb_pending,827,3,207432.86,207432.86,,apm-kenya-v1
APY0000151,2026-07-25 13:16:56,ORG0180,WAL087,AGT0212,logistics_agent,A2B,Tour booking,CP0118,School,Nakuru,Nakuru Town,Stablecoin USDC,4244.26,59.93,Completed,False,0.341,none,71,5,322062.94,317758.75,INV-44517,apm-kenya-v1
APY0000152,2026-03-05 09:25:43,ORG0159,WAL032,AGT0055,procurement_agent,A2B,Market restocking,CP0183,Merchant,Machakos,Machakos Town,M-Pesa Till,501.15,5,Completed,False,0.161,none,1401,4,70838.27,70332.12,INV-80972,apm-kenya-v1
APY0000153,2026-01-11 17:23:39,ORG0118,WAL067,AGT0007,travel_agent,A2B,Construction contractor,CP0162,Contractor,Mombasa,Changamwe,M-Pesa PayBill,2039.34,30.16,Completed,False,0.235,none,726,4,278792.11,276722.61,INV-52655,apm-kenya-v1
APY0000154,2026-04-03 14:16:11,ORG0098,WAL056,AGT0077,marketplace_agent,A2B,Freelance data labelling,CP0101,Clinic,Nakuru,Naivasha,M-Pesa PayBill,1471.46,12.81,Completed,False,0.132,none,904,1,66879.06,65394.79,INV-75483,rules_engine_only
APY0000155,2026-02-04 23:54:40,ORG0093,WAL034,AGT0132,logistics_agent,A2B,Tour booking,CP0185,Merchant,Nakuru,Nakuru Town,M-Pesa PayBill,3586.74,30.04,Completed,False,0.05,none,566,4,228536.51,224919.73,INV-99074,apm-kenya-v2
APY0000156,2026-06-05 08:36:41,ORG0147,WAL079,AGT0037,procurement_agent,A2C,Agritech produce purchase,CP0208,Contractor,Uasin Gishu,Eldoret,M-Pesa PayBill,4604.55,63.47,Completed,False,0.341,none,1163,3,341071.3,336403.28,INV-51533,rules_engine_only
APY0000157,2026-06-17 10:17:38,ORG0025,WAL014,AGT0243,finance_ops_agent,A2C,Clinic supplies,CP0033,Merchant,Uasin Gishu,Moi Bridge,PesaLink,5586.5,105.53,Completed,False,0.088,none,1299,1,375349.53,369657.5,,apm-kenya-v2
APY0000158,2026-05-15 16:05:06,ORG0114,WAL071,AGT0091,finance_ops_agent,A2B,School fee payment,CP0070,School,Mombasa,Likoni,M-Pesa PayBill,1893.08,22.76,Flagged,True,0.489,kyb_pending,1353,4,388121.48,388121.48,INV-93342,apm-kenya-v2
APY0000159,2026-05-25 12:40:40,ORG0126,WAL089,AGT0005,farm_supply_agent,A2B,Logistics delivery,CP0387,Agent Service,Nakuru,Gilgil,PesaLink,2649.3,34.31,Completed,False,0.001,none,2922,3,196056.16,193372.55,INV-10946,apm-kenya-v1
APY0000160,2026-05-21 11:26:56,ORG0047,WAL009,AGT0234,finance_ops_agent,A2B,School fee payment,CP0070,Agent Service,Kisumu,Kondele,Bank EFT,2017.42,42.22,Completed,False,0.255,none,372,3,122942.17,120882.53,INV-74486,apm-kenya-v1
APY0000161,2026-02-18 10:09:03,ORG0085,WAL005,AGT0075,procurement_agent,A2B,SME invoice settlement,CP0042,Consumer,Kakamega,Kakamega Town,M-Pesa PayBill,1911.51,6.58,Completed,True,0.259,none,834,4,338983.06,337064.97,INV-71623,rules_engine_only
APY0000162,2026-02-16 08:53:16,ORG0093,WAL026,AGT0112,procurement_agent,A2B,Logistics delivery,CP0027,Contractor,Kajiado,Kitengela,M-Pesa PayBill,4163.77,52.7,Completed,False,0.296,none,989,4,346826.49,342610.02,INV-31936,apm-kenya-v2
APY0000163,2026-07-23 09:07:25,ORG0092,WAL008,AGT0055,property_manager_agent,A2C,Freelance data labelling,CP0331,Agent Service,Machakos,Athi River,PesaLink,2755.08,39.88,Flagged,False,0.077,unusual_county,2567,2,70028.19,70028.19,INV-83184,apm-kenya-v1
APY0000164,2026-07-21 15:22:51,ORG0136,WAL009,AGT0135,finance_ops_agent,A2B,School fee payment,CP0080,Consumer,Meru,Timau,M-Pesa PayBill,2882.41,19.36,Failed,False,0.182,kyb_pending,825,4,185259.84,185259.84,INV-93627,apm-kenya-v1
APY0000165,2026-05-10 11:11:56,ORG0012,WAL009,AGT0017,property_manager_agent,A2A,Logistics delivery,CP0067,Merchant,Nairobi,Upper Hill,M-Pesa PayBill,4947.87,63.98,Completed,False,0.093,none,685,4,79669.13,74657.28,INV-14170,rules_engine_only
APY0000166,2026-05-27 15:24:42,ORG0015,WAL048,AGT0021,travel_agent,A2A,Agritech produce purchase,CP0316,Merchant,Nakuru,Nakuru Town,M-Pesa B2C,834.2,5,Completed,False,0.352,none,1349,3,113668.1,112828.9,INV-38298,apm-kenya-v2
APY0000167,2026-05-13 07:46:14,ORG0047,WAL022,AGT0173,travel_agent,A2B,Logistics delivery,CP0282,Contractor,Nakuru,Naivasha,M-Pesa Till,10980.93,120.02,Completed,False,0.291,none,656,5,166607.3,155506.35,,apm-kenya-v1
APY0000168,2026-04-24 19:57:20,ORG0055,WAL029,AGT0142,finance_ops_agent,A2A,School fee payment,CP0162,School,Nakuru,Gilgil,PesaLink,2152.13,43.25,Completed,False,0.162,none,1288,5,18463.53,16268.15,INV-84922,apm-kenya-v2
APY0000169,2026-02-09 07:29:22,ORG0025,WAL074,AGT0020,travel_agent,A2B,Freelance data labelling,CP0305,Clinic,Nairobi,Upper Hill,M-Pesa PayBill,1904.1,21.19,Completed,False,0.126,none,806,5,260479.3,258554.01,INV-17329,rules_engine_only
APY0000170,2026-07-17 10:56:52,ORG0130,WAL074,AGT0149,farm_supply_agent,A2A,Logistics delivery,CP0047,Agent Service,Kiambu,Thika,PesaLink,4761.69,31.65,Flagged,False,0.204,duplicate_request,1106,2,96613.39,96613.39,INV-20819,rules_engine_only
APY0000171,2026-05-02 14:03:35,ORG0111,WAL035,AGT0046,procurement_agent,A2B,School fee payment,CP0166,Sacco,Kiambu,Thika,PesaLink,1720.35,36.84,Completed,False,0.241,none,1692,4,277047.81,275290.62,INV-55653,apm-kenya-v1
APY0000172,2026-02-18 10:38:41,ORG0088,WAL002,AGT0157,marketplace_agent,A2B,Clinic supplies,CP0356,Agent Service,Nairobi,Upper Hill,Airtel Money,16139.96,43.87,Reversed,False,0.452,new_counterparty,2021,1,323669.5,323669.5,INV-80517,apm-kenya-v2
APY0000173,2026-02-24 08:33:48,ORG0003,WAL084,AGT0139,travel_agent,A2A,Market restocking,CP0035,Clinic,Mombasa,Mtwapa,PesaLink,4218.69,87.59,Completed,False,0.162,none,1314,3,161571.61,157265.33,,apm-kenya-v2
APY0000174,2026-01-05 10:56:41,ORG0176,WAL045,AGT0155,property_manager_agent,A2B,SME invoice settlement,CP0181,School,Kiambu,Limuru,Bank EFT,4682.42,42.26,Completed,False,0.047,none,2803,3,148597.47,143872.79,,apm-kenya-v1
APY0000175,2026-06-10 09:24:56,ORG0110,WAL020,AGT0169,marketplace_agent,A2C,Agritech produce purchase,CP0160,School,Kilifi,Malindi,M-Pesa B2C,2131.8,8.95,Completed,False,0.138,none,807,2,364796.8,362656.05,INV-28163,rules_engine_only
APY0000176,2026-05-29 13:51:12,ORG0106,WAL053,AGT0141,property_manager_agent,A2A,Construction contractor,CP0156,Clinic,Meru,Maua,Bank EFT,3115.11,56.94,Completed,True,0.464,limit_exceeded,1369,2,182771.75,179599.7,INV-34215,apm-kenya-v2
APY0000177,2026-01-07 16:39:39,ORG0050,WAL021,AGT0008,logistics_agent,A2B,Logistics delivery,CP0116,Agent Service,Mombasa,Likoni,Airtel Money,1667.95,16.06,Completed,False,0.267,none,1614,2,22569.53,20885.52,,apm-kenya-v1
APY0000178,2026-02-21 16:04:11,ORG0063,WAL006,AGT0021,finance_ops_agent,A2A,Tour booking,CP0266,Agent Service,Nyeri,Othaya,Airtel Money,1965.46,23.05,Completed,False,0.179,none,2374,5,219768.97,217780.46,,apm-kenya-v2
APY0000179,2026-01-13 08:28:25,ORG0083,WAL053,AGT0233,finance_ops_agent,A2B,School fee payment,CP0231,Sacco,Meru,Maua,M-Pesa PayBill,7849.82,96.85,Completed,False,0.186,none,401,2,19715.72,11769.05,,apm-kenya-v2
APY0000180,2026-01-24 09:44:41,ORG0046,WAL019,AGT0215,logistics_agent,A2A,SME invoice settlement,CP0394,Consumer,Meru,Meru Town,M-Pesa B2C,10126.09,134.84,Completed,False,0.103,none,762,4,287698.52,277437.59,INV-33684,apm-kenya-v1
APY0000181,2026-01-31 18:12:00,ORG0072,WAL071,AGT0107,procurement_agent,A2B,Tour booking,CP0318,Contractor,Kisumu,Kondele,Bank EFT,3153.58,68.85,Completed,False,0.253,none,180,0,255167.82,251945.39,INV-55746,apm-kenya-v1
APY0000182,2026-01-10 08:02:42,ORG0095,WAL042,AGT0219,farm_supply_agent,A2B,SME invoice settlement,CP0195,School,Kisumu,Maseno,M-Pesa B2C,6916.88,81.46,Completed,False,0.087,none,730,1,329903.25,322904.91,INV-27635,apm-kenya-v2
APY0000183,2026-02-01 15:17:21,ORG0145,WAL079,AGT0255,marketplace_agent,A2B,Logistics delivery,CP0255,Clinic,Nakuru,Nakuru Town,Airtel Money,2786.35,47.21,Flagged,False,0.153,mismatched_invoice,796,2,212685.26,212685.26,,apm-kenya-v1
APY0000184,2026-03-01 16:12:00,ORG0002,WAL042,AGT0175,marketplace_agent,A2A,SME invoice settlement,CP0059,Sacco,Nairobi,Industrial Area,PesaLink,2469.59,24.74,Completed,False,0.315,none,950,5,277475.96,274981.63,INV-13816,rules_engine_only
APY0000185,2026-02-14 08:53:21,ORG0174,WAL073,AGT0010,property_manager_agent,A2C,Property maintenance,CP0162,School,Nyeri,Othaya,Airtel Money,2796.53,45.51,Completed,False,0.155,none,2974,3,226519.11,223677.07,,apm-kenya-v2
APY0000186,2026-07-23 10:09:17,ORG0135,WAL028,AGT0192,farm_supply_agent,A2C,Construction contractor,CP0155,Merchant,Kajiado,Ngong,Bank EFT,8696.04,155.69,Completed,False,0.034,none,1812,2,78254.97,69403.24,,apm-kenya-v2
APY0000187,2026-04-24 13:51:30,ORG0134,WAL050,AGT0023,travel_agent,A2B,Tour booking,CP0060,Clinic,Meru,Meru Town,PesaLink,3413.3,32.65,Completed,False,0.333,none,549,5,11602.85,8156.9,,apm-kenya-v2
APY0000188,2026-03-27 12:02:06,ORG0090,WAL070,AGT0073,travel_agent,A2A,Property maintenance,CP0282,Clinic,Nakuru,Nakuru Town,M-Pesa Till,2240.78,14.4,Completed,False,0.212,none,741,3,134209.12,131953.94,INV-32449,apm-kenya-v1
APY0000189,2026-01-19 10:57:21,ORG0086,WAL040,AGT0041,farm_supply_agent,A2B,Tour booking,CP0419,Clinic,Nakuru,Naivasha,Bank EFT,1166.36,21.94,Completed,False,0.265,none,2582,4,87277.38,86089.08,INV-22178,apm-kenya-v2
APY0000190,2026-07-28 17:44:29,ORG0155,WAL045,AGT0053,marketplace_agent,A2A,Tour booking,CP0295,Clinic,Nairobi,Upper Hill,M-Pesa Till,5920.66,46.27,Completed,False,0.293,none,1217,1,59683.66,53716.73,INV-95124,apm-kenya-v2
APY0000191,2026-01-19 17:34:29,ORG0170,WAL023,AGT0250,procurement_agent,A2B,Logistics delivery,CP0343,School,Kiambu,Limuru,M-Pesa Till,8018.67,59.75,Completed,False,0.248,none,1613,5,40378.82,32300.4,INV-82756,apm-kenya-v1
APY0000192,2026-01-25 17:11:19,ORG0077,WAL041,AGT0156,marketplace_agent,A2B,Freelance data labelling,CP0292,Sacco,Kakamega,Kakamega Town,PesaLink,2190.57,45.52,Completed,False,0.093,none,3042,3,319795.2,317559.11,,rules_engine_only
APY0000193,2026-05-30 00:32:25,ORG0074,WAL020,AGT0006,procurement_agent,A2B,Construction contractor,CP0344,Sacco,Kajiado,Ngong,Stablecoin USDC,6165.66,82.55,Completed,False,0.087,none,53,1,58964.17,52715.96,INV-73792,apm-kenya-v2
